"Amparo","Amp","SumaDePagos","Modelo","Color","Carroceria","MARCA","Referencia1","Referencia2","CLASE_FASECOLDA","TIPO_VEHICULO","SERVICIO","Sexo_Aseg","Edad","Desde","Hasta","Vr_Comercial","Pago"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",45,"2011-11-30","2012-10-01",19990000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2942736,2006,"AZUL","SEDAN","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-06-06","2013-06-06",16900000,"S�"
NA,NA,NA,2008,"PLATEADO","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMPERO","Livianos","Particular","M",42,"2011-12-08","2012-06-19",36700000,"No"
NA,NA,NA,2011,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",51,"2012-09-18","2013-09-18",28800000,"No"
NA,NA,NA,2013,"NEGRO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",0,"2011-07-22","2012-07-22",33500000,"No"
NA,NA,NA,2008,"NEGRO","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Particular","F",0,"2012-08-30","2013-08-30",39500000,"No"
NA,NA,NA,2012,"PLATA","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",45,"2011-12-10","2012-12-10",0,"No"
NA,NA,NA,2012,"BRONCE","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",0,"2012-01-05","2013-01-05",28700000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",63,"2012-08-24","2013-08-24",17600000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2011-01-11","2012-01-11",0,"No"
NA,NA,NA,2007,"VERDE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",63,"2012-04-19","2013-04-19",18500000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,0,"2012-04-28","2013-04-28",11700000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",34,"2012-03-21","2013-03-21",15400000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",5352527,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",44,"2011-08-01","2012-08-01",0,"S�"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2012-03-26","2013-03-26",20700000,"No"
NA,NA,NA,2009,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",47,"2012-07-12","2013-07-12",21200000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","F",58,"2012-02-07","2013-02-07",5.1e+07,"No"
NA,NA,NA,2011,"BLANCO","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",0,"2011-02-11","2011-09-23",23100000,"No"
NA,NA,NA,2005,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Particular","M",28,"2011-10-03","2012-10-03",8600000,"No"
NA,NA,NA,2011,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",49,"2011-12-20","2012-12-20",25300000,"No"
NA,NA,NA,2007,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",62,"2012-03-28","2013-03-28",1.6e+07,"No"
NA,NA,NA,2013,"PLATA","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","M",39,"2012-09-25","2013-09-25",44290000,"No"
NA,NA,NA,2005,"PLATA","SEDAN","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular","F",24,"2011-08-02","2011-10-01",13900000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",31,"2011-03-03","2011-10-01",0,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","SONATA i45","2.4L","AUTOMOVIL","Livianos","Particular","F",56,"2011-03-04","2012-03-04",64990000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",4679414,2007,"GRIS","SEDAN","HYUNDAI","TERRACAN","GLS 2.5 TCI","CAMPERO","Livianos","Particular","M",0,"2011-02-22","2012-02-22",45900000,"S�"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMIONETA","Livianos","Particular","M",0,"2011-09-01","2013-07-05",68900000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",4420648,2007,"BLANCO","FURGON","HYUNDAI","HD","65","FURGON","Pesados","Publico",NA,0,"2012-02-13","2013-02-13",39800000,"S�"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",51,"2012-01-16","2013-01-16",20390000,"No"
NA,NA,NA,2010,"AMARILLO","SEDAN","HYUNDAI","ACCENT VISION","GL","AUTOMOVIL","Livianos","Publico","M",60,"2012-03-17","2013-03-17",28600000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",43,"2012-07-01","2013-07-01",0,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",19,"2011-11-01","2012-11-01",27600000,"No"
NA,NA,NA,2010,"BLANCO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",44,"2011-04-30","2012-04-30",21250000,"No"
NA,NA,NA,2010,"NEGRO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",35,"2011-04-07","2012-04-07",17700000,"No"
NA,NA,NA,2008,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",46,"2011-09-13","2012-09-13",15400000,"No"
NA,NA,NA,2012,"ROJO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",54,"2011-12-30","2012-12-30",40990000,"No"
NA,NA,NA,2006,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","LS","AUTOMOVIL","Livianos","Particular","F",111,"2012-06-30","2013-06-30",17200000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",54,"2012-12-10","2013-12-04",24290000,"No"
NA,NA,NA,2009,"ROJO","CABINADO","HYUNDAI","TUCSON","GL","CAMIONETA","Livianos","Particular","F",47,"2012-05-28","2013-05-28",35400000,"No"
NA,NA,NA,2008,"AZUL","CABINADO","HYUNDAI","VERACRUZ","GL","CAMPERO","Livianos","Particular",NA,999,"2012-02-09","2013-02-09",68900000,"No"
NA,NA,NA,2007,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",61,"2011-06-24","2012-06-24",19100000,"No"
NA,NA,NA,2004,"AZUL","SEDAN","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","F",41,"2011-06-12","2012-06-12",13900000,"No"
NA,NA,NA,1998,"GRIS","SEDAN","HYUNDAI","ELANTRA AVANTE","GLS","AUTOMOVIL","Livianos","Particular","M",28,"2011-03-04","2012-03-04",9100000,"No"
NA,NA,NA,2012,"ROJO","SEDAN","HYUNDAI","SONATA i45","2.4L","AUTOMOVIL","Livianos","Particular","M",52,"2012-08-14","2013-08-14",0,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2012,"GRIS","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",36,"2012-02-09","2013-02-09",22990000,"No"
NA,NA,NA,2008,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",32,"2011-12-20","2012-12-20",21200000,"No"
NA,NA,NA,2007,"AZUL","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Particular","M",49,"2011-03-26","2012-03-26",39200000,"No"
NA,NA,NA,2011,"DORADO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",42,"2011-06-24","2012-06-24",25100000,"No"
NA,NA,NA,2012,"GRIS","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",36,"2012-01-29","2013-01-29",22990000,"No"
NA,NA,NA,2012,"ROJO","COUPE","HYUNDAI","GENESIS","COUPE","AUTOMOVIL","Livianos","Particular","M",40,"2011-10-12","2012-10-12",60300000,"No"
NA,NA,NA,2005,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",35,"2012-06-19","2013-06-19",10900000,"No"
NA,NA,NA,2007,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",32,"2011-06-26","2012-06-26",22600000,"No"
NA,NA,NA,2011,"NEGRO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",0,"2012-07-15","2013-07-15",22900000,"No"
NA,NA,NA,2010,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",34,"2012-08-28","2013-08-28",13500000,"No"
NA,NA,NA,2009,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",64,"2012-04-19","2013-04-19",14700000,"No"
NA,NA,NA,2012,"BLANCO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",38,"2012-08-18","2013-08-18",39390000,"No"
NA,NA,NA,2011,"BLANCO","ESTACAS","HYUNDAI","HD","65C","CAMION","Pesados","Publico","M",51,"2012-06-02","2013-06-02",55700000,"No"
NA,NA,NA,2006,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",28,"2012-03-13","2013-03-13",10900000,"No"
NA,NA,NA,2008,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",64,"2012-07-18","2013-07-18",12300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2011,"GRIS","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-05-30","2013-05-30",20800000,"No"
NA,NA,NA,2012,"ROJO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",53,"2012-03-21","2013-03-21",0,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",1,"2011-11-10","2012-11-10",26700000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","M",40,"2012-02-21","2013-02-21",49690000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",112,"2012-04-28","2013-04-28",13800000,"No"
NA,NA,NA,2007,"NEGRO","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","F",44,"2011-11-05","2012-11-05",42200000,"No"
NA,NA,NA,1998,"PLATEADO","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","F",0,"2012-04-28","2013-04-28",8900000,"No"
NA,NA,NA,2010,"GRIS","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",50,"2011-11-28","2012-11-28",19500000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",112,"2011-12-31","2012-12-31",17600000,"No"
NA,NA,NA,2010,"AMARILLO","SEDAN","HYUNDAI","ACCENT VISION","GL","AUTOMOVIL","Livianos","Publico","M",60,"2012-07-26","2013-07-26",0,"No"
NA,NA,NA,2007,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",33,"2012-10-11","2013-10-11",12200000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",51,"2011-08-21","2012-08-21",20390000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",1667862,2012,"NEGRO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",49,"2011-05-24","2012-05-24",32990000,"S�"
NA,NA,NA,2008,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2011-02-08","2012-02-08",2.2e+07,"No"
NA,NA,NA,2007,"PLATEADO","CABINADO","HYUNDAI","TERRACAN","GL 3.5 V6 DOHC","CAMPERO","Livianos","Particular",NA,999,"2011-03-17","2012-03-17",37900000,"No"
NA,NA,NA,2009,"ROJO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",45,"2012-12-13","2013-12-13",1.7e+07,"No"
NA,NA,NA,2012,"ROJO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",45,"2012-11-20","2013-11-01",18990000,"No"
NA,NA,NA,2009,"BLANCO","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",28,"2012-08-13","2013-08-13",15900000,"No"
NA,NA,NA,2008,"BLANCO","FURGON","HYUNDAI","PORTER","H100 [2][ASL]","FURGON","Pesados","Publico",NA,999,"2011-06-16","2012-06-16",4e+07,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2011-07-25","2012-06-28",13800000,"No"
NA,NA,NA,2010,"ROJO","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMPERO","Livianos","Particular","F",57,"2011-11-07","2012-11-07",51400000,"No"
NA,NA,NA,2006,"GRIS","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",47,"2012-07-14","2013-07-14",12800000,"No"
NA,NA,NA,2012,"PLATA","CABINADO","HYUNDAI","TUCSON IX 35","2.4L","CAMPERO","Livianos","Particular","M",36,"2012-05-09","2013-05-09",71500800,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",1508000,2007,"ROJO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",45,"2012-05-01","2013-05-01",19800000,"S�"
NA,NA,NA,2011,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-07-27","2013-07-27",29400000,"No"
NA,NA,NA,2011,"VINOTINTO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular",NA,999,"2012-08-19","2012-09-30",25900000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",13687232,2012,"BLANCO","BUS-BUSETA","HYUNDAI","STAREX [2]","H1","BUS / BUSETA / MICROBUS","Pesados","Publico","M",45,"2012-07-28","2013-07-28",77200000,"S�"
NA,NA,NA,2007,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",35,"2011-07-01","2012-07-01",18900000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",55,"2011-12-02","2012-01-16",24590000,"No"
NA,NA,NA,2007,"BLANCO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",0,"2012-03-11","2013-03-11",1.7e+07,"No"
NA,NA,NA,2008,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular",NA,0,"2011-05-03","2012-05-03",0,"No"
NA,NA,NA,2002,"ORO","SEDAN","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-03-31","2013-03-31",13100000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2011-11-22","2012-11-22",13800000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",1800000,2009,"BLANCO","FURGON","HYUNDAI","PORTER","H100 [2]","FURGON","Pesados","Publico",NA,999,"2012-04-20","2013-04-01",36700000,"S�"
NA,NA,NA,2010,"BEIGE","CABINADO","HYUNDAI","VERACRUZ","GL","CAMPERO","Livianos","Particular",NA,0,"2011-02-03","2012-02-03",70400000,"No"
NA,NA,NA,2013,"BLANCO","COUPE","HYUNDAI","VELOSTER","COUPE","AUTOMOVIL","Livianos","Particular","F",46,"2011-04-08","2012-04-08",59800000,"No"
NA,NA,NA,2013,"ROJO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",41,"2012-02-10","2013-02-10",45300000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2012-02-16","2013-02-16",56800000,"No"
NA,NA,NA,2007,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2011-12-30","2012-12-30",10900000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2012-05-15","2013-05-15",0,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",45,"2012-02-24","2013-02-22",23500000,"No"
NA,NA,NA,2007,"VINOTINTO","COUPE","HYUNDAI","ACCENT WEB II","GL","AUTOMOVIL","Livianos","Particular","M",0,"2011-07-28","2012-07-28",1.7e+07,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",38,"2011-05-01","2012-01-01",24790000,"No"
NA,NA,NA,2011,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",31,"2011-07-26","2012-07-26",23400000,"No"
NA,NA,NA,2009,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular","M",0,"2012-02-12","2013-02-12",38800000,"No"
NA,NA,NA,2008,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",26,"2011-09-30","2012-09-30",20500000,"No"
"GASTOS DE TRANSPORTE POR PERDIDA TOTAL","GT",20370000,2011,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",41,"2011-04-04","2012-04-04",22535000,"S�"
NA,NA,NA,2005,"ROJO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",70,"2011-05-31","2012-05-31",15500000,"No"
NA,NA,NA,2010,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2011-11-16","2012-11-16",17300000,"No"
NA,NA,NA,2007,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",0,"2011-11-18","2012-11-18",14700000,"No"
NA,NA,NA,2012,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",53,"2011-10-22","2012-10-22",34590000,"No"
NA,NA,NA,2007,"VERDE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",63,"2012-11-28","2013-11-28",18500000,"No"
NA,NA,NA,2011,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","F",45,"2011-09-23","2012-09-23",16900000,"No"
NA,NA,NA,2012,"ROJO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",65,"2011-07-26","2012-07-26",24900000,"No"
NA,NA,NA,2011,"NEGRO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",36,"2011-08-26","2012-08-26",27990000,"No"
NA,NA,NA,2009,"PLATEADO","HATCHBACK","HYUNDAI","TUCSON","GL CRDI","CAMPERO","Livianos","Particular","M",0,"2012-09-15","2013-09-15",40800000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",43,"2012-05-23","2013-05-23",46990000,"No"
NA,NA,NA,2009,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",0,"2012-12-08","2014-12-08",0,"No"
NA,NA,NA,2012,"GRIS","ST. WAGON","HYUNDAI","SANTA FE [2] [FL]","GL","CAMPERO","Livianos","Particular","F",52,"2012-04-04","2013-04-04",67500000,"No"
NA,NA,NA,2008,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",46,"2011-11-11","2012-11-11",2.1e+07,"No"
NA,NA,NA,2008,"AZUL","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","M",36,"2011-08-30","2012-08-30",45300000,"No"
NA,NA,NA,2010,"AZUL","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",0,"2011-10-27","2012-10-27",24400000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","F",58,"2011-12-03","2012-12-03",5.1e+07,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2012-07-25","2013-07-25",23200000,"No"
NA,NA,NA,2010,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",67,"2011-02-13","2012-02-13",16400000,"No"
NA,NA,NA,2011,"PLATA","SEDAN","HYUNDAI","ACCENT WEB II","GLS","AUTOMOVIL","Livianos","Particular","M",50,"2011-06-21","2012-06-21",21900000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2000,"GRIS","SEDAN","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","F",56,"2012-09-25","2013-09-25",10200000,"No"
NA,NA,NA,2009,"BLANCO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular",NA,0,"2011-04-19","2012-04-19",21700000,"No"
NA,NA,NA,2008,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",66,"2011-01-31","2012-01-31",2.1e+07,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",37,"2012-09-25","2013-09-25",63100000,"No"
NA,NA,NA,2011,"BLANCO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",36,"2011-03-19","2012-03-19",24500000,"No"
"PERDIDA PARCIAL POR HURTO","PPH",280163,2012,"GRIS","ST. WAGON","HYUNDAI","SANTA FE [2] [FL]","GL","CAMPERO","Livianos","Particular","F",52,"2012-07-14","2013-07-14",67500000,"S�"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2012-08-01","2013-08-01",56800000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",549648,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",23,"2011-11-05","2012-11-05",20700000,"S�"
NA,NA,NA,2008,"GRIS","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",64,"2011-06-03","2012-06-03",15800000,"No"
NA,NA,NA,2009,"BLANCO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular",NA,0,"2012-04-25","2013-04-25",21700000,"No"
NA,NA,NA,2007,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",62,"2011-08-28","2012-08-28",1.6e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2570485,2012,"NEGRO","PICK UP - DOBLE CABINA","HYUNDAI","SANTA FE [2] [FL]","GL","CAMIONETA","Livianos","Particular","M",45,"2011-09-19","2012-09-19",76990000,"S�"
"PERDIDA TOTAL O PARCIAL POR HURTO","PTH",0,2009,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",49,"2012-04-19","2013-04-19",15300000,"No"
NA,NA,NA,2012,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",56,"2012-01-07","2013-01-07",19490000,"No"
NA,NA,NA,2012,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",46,"2011-07-09","2012-07-09",8e+05,"No"
NA,NA,NA,2009,"ROJO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",45,"2012-04-25","2013-04-25",1.7e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3124576,2007,"GRIS","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",34,"2011-08-28","2012-08-28",17800000,"S�"
NA,NA,NA,2011,"GRIS","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",49,"2012-06-13","2013-06-13",22900000,"No"
NA,NA,NA,2008,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",0,"2011-09-21","2012-09-21",15800000,"No"
NA,NA,NA,2012,"AZUL","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",43,"2012-06-22","2013-06-22",32600000,"No"
